ID,Title,Relevancy
671,Effect of Dapagliflozin in DAPA-HF According to Background Glucose-Lowering Therapy.,2
672,"Pre-admission glucagon-like peptide-1 receptor agonist (GLP-1RA) and mortality from coronavirus disease 2019 (Covid-19): A systematic review, meta-analysis, and meta-regression.",2
673,"Regional variability in Canadian routine care of type 2 diabetes, hypercholesterolemia, and hypertension: Results from the The Cardio-Vascular and metabolic treatments in Canada: Assessment of REal-life therapeutic value (CV-CARE) registry.",2
674,Reduced mortality from lower respiratory tract disease in adult diabetic patients treated with metformin.,2
675,Rationale and design of study of dapagliflozin versus sitagliptin treatment efficacy on prevention of cardiovascular risk factors in type 2 diabetes patients: the DIVERSITY-CVR study.,2
676,Metformin for early comorbid glucose dysregulation and schizophrenia spectrum disorders: a pilot double-blind randomized clinical trial.,2
677,Effect of dapagliflozin on obstructive sleep apnea in patients with type 2 diabetes: a preliminary study.,2
678,"Long-term changes in carbohydrate tolerance, insulin secretion and action in African-American patients with obesity and history of hyperglycemic crises.",2
679,"Plasma gonadotropin levels in metformin-treated men with prediabetes: a non-randomized, uncontrolled pilot study.",2
680,"Triple therapy with low-dose dapagliflozin plus saxagliptin versus dual therapy with each monocomponent, all added to metformin, in uncontrolled type 2 diabetes.",2
681,Sodium-Glucose Cotransporter-2 (SGLT-2) Attenuates Serum Uric Acid (SUA) Level in Patients with Type 2 Diabetes.,2
682,"Metformin, beyond an insulin sensitizer, targeting heart and pancreatic beta cells.",2
683,A prospective multicentre open label study to assess effect of Teneligliptin on glycemic control through parameters of time in range (TIR) Metric using continuous glucose monitoring (TOP-TIR study).,2
684,How far along are we in revealing the connection between metformin and colorectal cancer?.,2
685,Effects of oral antidiabetic drugs on left ventricular mass in patients with type 2 diabetes mellitus: a network meta-analysis.,2
686,"Treatment with LY2409021, a glucagon receptor antagonist, increases liver fat in patients with type 2 diabetes.",2
687,Creatine Supplementation in Type 2 Diabetic Patients: A Systematic Review of Randomized Clinical Trials.,2
688,Sex Differences in Cardiovascular Effectiveness of Newer Glucose-Lowering Drugs Added to Metformin in Type 2 Diabetes Mellitus.,2
689,2020 Consensus of Taiwan Society of Cardiology on the pharmacological management of patients with type 2 diabetes and cardiovascular diseases.,2
690,Comparative efficacy and safety of antihyperglycemic drug classes for patients with type 2 diabetes following failure with metformin monotherapy: A systematic review and network meta-analysis of randomized controlled trials.,2
691,Assessment of complex treatment influence on systemic inflammation in overweight type 2 diabetes patients.,2
692,The effect of Sancai powder on glycemic variability of type 2 diabetes in the elderly: A randomized controlled trial.,2
693,The Risk of TB in Patients With Type 2 Diabetes Initiating Metformin vs Sulfonylurea Treatment.,2
694,The authors reply.,2
695,Alpha-glucosidase inhibitors for prevention or delay of type 2 diabetes mellitus and its associated complications in people at increased risk of developing type 2 diabetes mellitus.,2
696,Association of Metformin Use with Asthma Exacerbation in Patients with Concurrent Asthma and Diabetes: A Systematic Review and Meta-Analysis of Observational Studies.,2
697,Metformin Prescription Associated with Reduced Abdominal Aortic Aneurysm Growth Rate and Reduced Chemokine Expression in a Swedish Cohort.,2
698,Antidiabetic medications and the risk of prostate cancer in patients with diabetes mellitus: A systematic review and meta-analysis.,2
699,Influence of Sodium Glucose Cotransporter 2 Inhibition on Physiological Adaptation to Endurance Exercise Training.,2
700,"[Oral semaglutide, first oral GLP-1 receptor agonist (Rybelsus R)].",2
701,"No effects of dapagliflozin, metformin or exercise on plasma glucagon concentrations in individuals with prediabetes: A post hoc analysis from the randomized controlled PRE-D trial.",2
702,Optimization of Metformin in the GRADE Cohort: Effect on Glycemia and Body Weight.,2
703,The synergistic effects of saxagliptin and metformin on CD34+ endothelial progenitor cells in early type 2 diabetes patients: a randomized clinical trial.,2
704,Changes in the gut microbiome influence the hypoglycemic effect of metformin through the altered metabolism of branched-chain and nonessential amino acids.,2
705,Validation of the Swedish Diabetes Re-Grouping Scheme in Adult-Onset Diabetes in China.,2
706,The DIVE/DPV registries: evolution of empagliflozin use in clinical practice in Germany.,2
707,Evaluation for clinical benefit of metformin in patients with idiopathic pulmonary fibrosis and type 2 diabetes mellitus: a national claims-based cohort analysis.,2
708,Empagliflozin compared with glimepiride in metformin-treated patients with type 2 diabetes: 208-week data from a masked randomized controlled trial.,2
709,Protocol for the CHORD project (community health outreach to reduce diabetes): a cluster-randomized community health worker trial to prevent diabetes.,2
710,Association of Metformin with Breast Cancer Incidence and Mortality in Patients with Type II Diabetes: A GRADE-Assessed Systematic Review and Meta-analysis.,2
711,Randomised cross-over trial of vildagliptin and pioglitazone as add-on therapy in patients with type 2 diabetes: predicting Which One is Right Here (WORTH) study protocol.,2
712,Composite cardiovascular risk and BMI affected comparative profiles of BIAsp 30 + metformin vs BIAsp 30 monotherapy: a MERIT post-hoc analysis.,2
713,Changes in Visceral and Subcutaneous Fat in Youth With Type 2 Diabetes in the TODAY Study.,2
714,The influence of anti-hyperglycemic drug therapy on cardiovascular and heart failure outcomes in patients with type 2 diabetes mellitus.,2
715,Metformin in Pregnancy: Mechanisms and Clinical Applications.,2
716,Short-term combined treatment with exenatide and metformin is superior to glimepiride combined metformin in improvement of serum testosterone levels in type 2 diabetic patients with obesity.,2
717,Hypoglycemia in Frail Elderly Patients With Type 2 Diabetes Mellitus Treated With Sulfonylurea.,2
718,Efficacy and safety of combination therapy with vildagliptin and metformin vs. metformin monotherapy for Type 2 Diabetes Mellitus therapy: a meta-analysis.,2
719,"The effects of vildagliptin compared with metformin on vascular endothelial function and metabolic parameters: a randomized, controlled trial (Sapporo Athero-Incretin Study 3).",3
720,Metformin and daclatasvir: absence of a pharmacokinetic-pharmacodynamic drug interaction in healthy volunteers.,2
721,Metformin and second- or third-generation sulphonylurea combination therapy for adults with type 2 diabetes mellitus.,2
722,"Efficacy and safety of an albiglutide liquid formulation compared with the lyophilized formulation: A 26-week randomized, double-blind, repeat-dose study in patients with type 2 diabetes mellitus.",2
723,"Real-world effectiveness of treatments for type 2 diabetes, hypercholesterolemia, and hypertension in Canadian routine care - Results from the CardioVascular and metabolic treatment in Canada: Assessment of REal-life therapeutic value (CV-CARE) registry, 12-months results.",2
724,Hyperthyroxinemia is positively associated with prevalent and incident type 2 diabetes mellitus in two population-based samples from Northeast Germany and Denmark.,2
725,"Efficacy and safety of an expanded dulaglutide dose range: A phase 2, placebo-controlled trial in patients with type 2 diabetes using metformin.",2
726,Short-term intensive insulin as induction and maintenance therapy for the preservation of beta-cell function in early type 2 diabetes (RESET-IT Main): A 2-year randomized controlled trial.,2
727,Creatine Supplementation in Type 2 Diabetic Patients: A Systematic Review of Randomized Clinical Trials.,2
728,"Effects on the glucagon response to hypoglycaemia during DPP-4 inhibition in elderly subjects with type 2 diabetes: A randomized, placebo-controlled study.",2
729,Association Between Sodium-Glucose Cotransporter 2 Inhibitors and Lower Extremity Amputation Among Patients With Type 2 Diabetes.,2
730,Diet-induced weight loss alters hepatic glucocorticoid metabolism in type 2 diabetes mellitus.,2
731,A Review of Cardiovascular Outcomes Trials of Glucose-Lowering Therapies and Their Effects on Heart Failure Outcomes.,2
732,"Insulin secretion predicts the response to therapy with exenatide plus pioglitazone, but not to basal/bolus insulin in poorly controlled T2DM patients: Results from the Qatar study.",2
733,Similar cardiovascular outcomes in patients with diabetes and established or high risk for coronary vascular disease treated with dulaglutide with and without baseline metformin.,2
734,Cardiovascular safety of DPP-4 inhibitors compared with sulphonylureas: Results of randomized controlled trials and observational studies.,2
735,Is the stepping-down approach a better option than multiple daily injections in obese patients with poorly controlled Type 2 diabetes on advanced insulin therapy?.,2
736,The Effects of Vitamin D Supplementation on Metabolic and Oxidative Stress Markers in Patients With Type 2 Diabetes: A 6-Month Follow Up Randomized Controlled Study.,2
737,Disparities in the Efficacy of Metformin in Combination with Dipeptidyl Peptidase-4 Inhibitor as Initial Treatment Stratified by Dosage and Ethnicity: A Meta-Analysis.,2
738,Two-year trial of intermittent insulin therapy vs metformin for the preservation of beta-cell function after initial short-term intensive insulin induction in early type 2 diabetes.,2
739,"Liraglutide as add-on to sodium-glucose co-transporter-2 inhibitors in patients with inadequately controlled type 2 diabetes: LIRA-ADD2SGLT2i, a 26-week, randomized, double-blind, placebo-controlled trial.",2
740,Risk of Anemia With Metformin Use in Type 2 Diabetes: A MASTERMIND Study.,2
741,"Efficacy and safety of teneligliptin added to metformin in Chinese patients with type 2 diabetes mellitus inadequately controlled with metformin: A phase 3, randomized, double-blind, placebo-controlled study.",2
742,"[Semaglutide, once weekly GLP-1 receptor agonist (Ozempic R)].",2
743,Association of metformin intake with bladder cancer risk and oncologic outcomes in type 2 diabetes mellitus patients: A systematic review and meta-analysis.,2
744,Effect of glucose-lowering therapies on heart failure.,2
745,Potential intrinsic subtype dependence on the association between metformin use and survival in surgically resected breast cancer: a Korean national population-based study.,2
746,Effect of Dosage Reduction of Hypoglycemic Multidrug Regimens on the Incidences of Acute Glycemic Complications in People With Type 2 Diabetes Who Fast During Ramadan: A Randomized Controlled Trial.,2
747,Prevention and Treatment of Type 2 Diabetes: A Pathophysiological-Based Approach.,2
748,"GLUcose COntrol Safety & Efficacy in type 2 DIabetes, a systematic review and NETwork meta-analysis.",2
749,Effect of vildagliptin versus glibenclamide on endothelial function and arterial stiffness in patients with type 2 diabetes and hypertension: a randomized controlled trial.,2
750,"Effects of dipeptidyl peptidase-4 inhibitor linagliptin versus sulphonylurea glimepiride on systemic haemodynamics in overweight patients with type 2 diabetes: A secondary analysis of an 8-week, randomized, controlled, double-blind trial.",2
751,"A 24-week, randomized, double-blind, active-controlled clinical trial comparing bexagliflozin with sitagliptin as an adjunct to metformin for the treatment of type 2 diabetes in adults.",2
752,Differential loss of beta-cell function in youth vs. adults following treatment withdrawal in the Restoring Insulin Secretion (RISE) study.,2
753,Genetic Variants in CPA6 and PRPF31 Are Associated With Variation in Response to Metformin in Individuals With Type 2 Diabetes.,2
754,Evaluation of the long-term cost-effectiveness of once-weekly semaglutide versus dulaglutide for treatment of type 2 diabetes mellitus in the UK.,2
755,"Characterization, management, and risk factors of hyperglycemia during PI3K or AKT inhibitor treatment.",2
756,Comparative effectiveness and safety of sodium-glucose cotransporter-2 inhibitors versus metformin in patients with type 2 diabetes: An observational study using data from routine care.,2
757,Effects of Long-term Metformin and Lifestyle Interventions on Cardiovascular Events in the Diabetes Prevention Program and Its Outcome Study.,2
758,"Safety and tolerability of dapagliflozin, saxagliptin and metformin in combination: Post-hoc analysis of concomitant add-on versus sequential add-on to metformin and of triple versus dual therapy with metformin.",2
759,Effects of metformin and alogliptin on body composition in people with type 2 diabetes.,2
760,Should Metformin Remain First-Line Medical Therapy for Patients with Type 2 Diabetes Mellitus and Atherosclerotic Cardiovascular Disease? An Alternative Approach.,2
761,"Effects of age, gender, and body mass index on efficacy and hypoglycaemia outcomes across treat-to-target trials with insulin glargine 100 U/mL added to oral antidiabetes agents in type 2 diabetes.",2
762,Effect of incretin-based therapies on cancers of digestive system among 101 595 patients with type 2 diabetes mellitus: a systematic review and network meta-analysis combining 84 trials with a median duration of 30 weeks.,3
763,Evidence in support of the International Association of Diabetes in Pregnancy study groups' criteria for diagnosing gestational diabetes mellitus worldwide in 2019.,2
764,The present and future treatment of pediatric type 2 diabetes.,2
765,Effects of canagliflozin versus glimepiride on adipokines and inflammatory biomarkers in type 2 diabetes.,2
766,Differential modulation of white adipose tissue endocannabinoid levels by n-3 fatty acids in obese mice and type 2 diabetic patients.,2
767,Combined effects of Scutellaria baicalensis with metformin on glucose tolerance of patients with type 2 diabetes via gut microbiota modulation.,2
768,"Saxagliptin add-on therapy in Chinese patients with type 2 diabetes inadequately controlled by insulin with or without metformin: Results from the SUPER study, a randomized, double-blind, placebo-controlled trial.",2
769,DPP4 INHIBITOR SITAGLIPTIN AS A POTENTIAL TREATMENT OPTION IN METFORMIN-INTOLERANT OBESE WOMEN WITH POLYCYSTIC OVARY SYNDROME: A PILOT RANDOMIZED STUDY.,2
770,"Postprandial renal haemodynamic effect of lixisenatide vs once-daily insulin-glulisine in patients with type 2 diabetes on insulin-glargine: An 8-week, randomised, open-label trial.",2
771,"Enhancement of Impaired Olfactory Neural Activation and Cognitive Capacity by Liraglutide, but Not Dapagliflozin or Acarbose, in Patients With Type 2 Diabetes: A 16-Week Randomized Parallel Comparative Study.",2
772,Dapagliflozin plus saxagliptin add-on to metformin reduces liver fat and adipose tissue volume in patients with type 2 diabetes.,2
773,Comparison of medication adherence and persistence in type 2 diabetes: A systematic review and meta-analysis.,2
774,Inpatient use of metformin and acarbose is associated with reduced mortality of COVID-19 patients with type 2 diabetes mellitus.,2
775,"Henagliflozin as add-on therapy to metformin in patients with type 2 diabetes inadequately controlled with metformin: A multicentre, randomized, double-blind, placebo-controlled, phase 3 trial.",2
776,Liraglutide suppresses non-esterified free fatty acids and soluble vascular cell adhesion molecule-1 compared with metformin in patients with recent-onset type 2 diabetes.,2
777,Effect of metformin in the prognosis of patients with smallcell lung cancer combined with diabetes mellitus.,2
778,Tolerability and Efficacy of Ipragliflozin in The Management of Inadequately Controlled Type 2 Diabetes mellitus: A Systematic Review and Meta-analysis.,2
779,Pharmacokinetics of metformin in patients with gastrointestinal intolerance.,2
780,"Effect of exenatide QW or placebo, both added to titrated insulin glargine, in uncontrolled type 2 diabetes: The DURATION-7 randomized study.",2
781,Repurposing Metformin for Cardiovascular Disease.,2
782,"Double-blind, randomized clinical trial assessing the efficacy and safety of early initiation of sitagliptin during metformin uptitration in the treatment of patients with type 2 diabetes: The CompoSIT-M study.",1
783,A case risk study of lactic acidosis risk by metformin use in type 2 diabetes mellitus tuberculosis coinfection patients.,2
784,IDegLira improves patient-reported outcomes while using a simple regimen with fewer injections and dose adjustments compared with basal-bolus therapy.,2
785,A Cross-Sectional Study Comparing the Prevalence of Bullous Pemphigoid Autoantibodies in 275 Cases of Type II Diabetes Mellitus Treated With or Without Dipeptidyl Peptidase-IV Inhibitors.,2
786,Early combination therapy delayed treatment escalation in newly diagnosed young-onset type 2 diabetes: A subanalysis of the VERIFY study.,2
787,Cardiovascular Safety and Benefits of Noninsulin Antihyperglycemic Drugs for the Treatment of Type 2 Diabetes Mellitus-Part 1.,2
788,"A whey/guar ""preload"" improves postprandial glycaemia and glycated haemoglobin levels in type 2 diabetes: A 12-week, single-blind, randomized, placebo-controlled trial.",2
789,Metformin and the heart: Update on mechanisms of cardiovascular protection with special reference to comorbid type 2 diabetes and heart failure.,2
790,Long-Term Weight Loss With Metformin or Lifestyle Intervention in the Diabetes Prevention Program Outcomes Study.,2
791,Exenatide Twice Daily Plus Glargine Versus Aspart 70/30 Twice Daily in Patients With Type 2 Diabetes With Inadequate Glycemic Control on Premixed Human Insulin and Metformin.,2
792,Alogliptin and Gliclazide Similarly Increase Circulating Endothelial Progenitor Cells in Type 2 Diabetes Patients.,2
793,Glucose lowering strategies and cardiovascular disease in type 2 diabetes - teachings from the TOSCA.IT study.,2
794,"Can metformin relieve tibiofemoral cartilage volume loss and knee symptoms in overweight knee osteoarthritis patients? Study protocol for a randomized, double-blind, and placebo-controlled trial.",2
795,SGLT-2 inhibitors or GLP-1 receptor agonists for adults with type 2 diabetes: a clinical practice guideline.,2
796,Oral Semaglutide: First-in-Class Oral GLP-1 Receptor Agonist for the Treatment of Type 2 Diabetes Mellitus.,2
797,A randomized clinical trial of the efficacy and safety of sitagliptin as initial oral therapy in youth with type 2 diabetes.,2
798,Benefits of insulin degludec/liraglutide are maintained even in patients discontinuing sulphonylureas or dipeptidyl peptidase-4 inhibitors upon initiation of degludec/liraglutide therapy: A post hoc analysis of the DUAL II and DUAL IX trials.,2
799,"Treatment satisfaction with ITCA 650, a novel drug-device delivering continuous exenatide, versus twice-daily injections of exenatide in type 2 diabetics using metformin.",2
800,Metformin was associated with lower all-cause mortality in type 2 diabetes with acute coronary syndrome: A Nationwide registry with propensity score-matched analysis.,2
801,Should sodium-glucose co-transporter-2 inhibitors be considered as first-line oral therapy for people with type 2 diabetes?.,2
802,Effect of metformin on all-cause mortality and major adverse cardiovascular events: An updated meta-analysis of randomized controlled trials.,2
803,Efficacy and tolerability of novel triple combination therapy in drug-naive patients with type 2 diabetes from the TRIPLE-AXEL trial: protocol for an open-label randomised controlled trial.,2
804,Efficacy and safety of hydroxychloroquine as add-on therapy in uncontrolled type 2 diabetes patients who were using two oral antidiabetic drugs.,2
805,"Effect of tirzepatide versus insulin degludec on liver fat content and abdominal adipose tissue in people with type 2 diabetes (SURPASS-3 MRI): a substudy of the randomised, open-label, parallel-group, phase 3 SURPASS-3 trial.",2
806,[Early intensification of glucose-lowering therapy: VERIFY lessons and real clinical practice on the example of the Moscow region diabetes register data].,1
807,Fixed-dose combination of ertugliflozin and metformin hydrochloride for the treatment of type 2 diabetes.,2
808,Choice of Intensive Lifestyle Change and/or Metformin after Shared Decision Making for Diabetes Prevention: Results from the Prediabetes Informed Decisions and Education (PRIDE) Study.,2
809,"Effect of Dapagliflozin on Glycemic Control, Weight, and Blood Pressure in Patients with Type 2 Diabetes Attending a Specialist Endocrinology Practice in Canada: A Retrospective Cohort Analysis.",2
810,"Benefits of metformin add-on insulin therapy (MAIT) for HbA1c and lipid profile in adolescents with type 1 diabetes mellitus: preliminary report from a double-blinded, placebo-controlled, randomized clinical trial.",2
811,Comparison of the clinical effect of empagliflozin on glycemic and non-glycemic parameters in Japanese patients with type 2 diabetes and cardiovascular disease treated with or without baseline metformin.,2
812,Treatment with the glucagon receptor antagonist LY2409021 increases ambulatory blood pressure in patients with type 2 diabetes.,2
813,Nutritional Supplementation for the Prevention and/or Treatment of Gestational Diabetes Mellitus.,2
814,The right place for metformin today.,2
815,Peri-operative continuation of metformin does not improve glycaemic control in patients with type 2 diabetes: A randomized controlled trial.,2
816,Repurposing metformin for covid-19 complications in patients with type 2 diabetes and insulin resistance.,2
817,"The renal hemodynamic effects of the SGLT2 inhibitor dapagliflozin are caused by post-glomerular vasodilatation rather than pre-glomerular vasoconstriction in metformin-treated patients with type 2 diabetes in the randomized, double-blind RED trial.",2
818,Efficacy and Safety of Dulaglutide 3.0 mg and 4.5 mg Versus Dulaglutide 1.5 mg in Metformin-Treated Patients With Type 2 Diabetes in a Randomized Controlled Trial (AWARD-11).,2
819,Effect of metformin on neurodegenerative disease among elderly adult US veterans with type 2 diabetes mellitus.,2
820,Meta-analysis on the efficacy and safety of SGLT2 inhibitors and incretin based agents combination therapy vs. SGLT2i alone or add-on to metformin in type 2 diabetes.,2
821,Letter to Editor: Role of Pharmacotherapy in Patients With Coexisting Nonalcoholic Fatty Liver Disease and Type 2 Diabetes Mellitus.,2
822,Debate on Insulin vs Non-insulin Use in the Hospital Setting-Is It Time to Revise the Guidelines for the Management of Inpatient Diabetes?.,2
823,Effectiveness of sitagliptin compared to sulfonylureas for type 2 diabetes mellitus inadequately controlled on metformin: a systematic review and meta-analysis.,2
824,Effects of Antidiabetic Drugs on Muscle Mass in Type 2 Diabetes Mellitus.,2
825,Persistent whole day meal effects of three dipeptidyl peptidase-4 inhibitors on glycaemia and hormonal responses in metformin-treated type 2 diabetes.,2
826,Long-term Effects of Metformin on Diabetes Prevention: Identification of Subgroups That Benefited Most in the Diabetes Prevention Program and Diabetes Prevention Program Outcomes Study.,2
827,Combination therapy with pioglitazone/exenatide improves beta-cell function and produces superior glycaemic control compared with basal/bolus insulin in poorly controlled type 2 diabetes: A 3-year follow-up of the Qatar study.,2
828,Randomized comparison of self-monitored blood glucose (BGM) versus continuous glucose monitoring (CGM) data to optimize glucose control in type 2 diabetes.,2
829,Combination of metformin and pioglitazone and its effect in treatment of comorbid pathology.,2
830,Prevalence of hypoglycemia among a sample of sulfonylurea-treated patients with Type 2 diabetes mellitus in Argentina: The real-life effectiveness and care patterns of diabetes management (RECAP-DM) study.,2
831,Comparison of therapeutic effects of acarbose and metformin under different beta-cell function status in Chinese patients with type 2 diabetes.,2
832,Effect of Metformin and Lifestyle Interventions on Mortality in the Diabetes Prevention Program and Diabetes Prevention Program Outcomes Study.,2
833,Effects of Dapagliflozin on Epicardial Fat Thickness in Patients with Type 2 Diabetes and Obesity.,2
834,"Efficacy and safety of linagliptin as add-on therapy to insulin in Chinese patients with type 2 diabetes mellitus: A randomized, double-blind, placebo-controlled trial.",2
835,Dapagliflozin versus saxagliptin as add-on therapy in patients with type 2 diabetes inadequately controlled with metformin.,3
836,Metformin in patients with type 2 diabetes mellitus and heart failure: a review.,2
837,"Hormone-substrate changes with exenatide plus dapagliflozin versus each drug alone: The randomized, active-controlled DURATION-8 study.",2
838,Efficacy and safety of ipragliflozin in Japanese patients with type 2 diabetes and inadequate glycaemic control on sitagliptin.,2
839,Acute effects of sitagliptin on progenitor cells and soluble mediators in newly diagnosed type 2 diabetes.,2
840,"Efficacy and safety of once-weekly semaglutide versus daily canagliflozin as add-on to metformin in patients with type 2 diabetes (SUSTAIN 8): a double-blind, phase 3b, randomised controlled trial.",2
841,"Efficacy and safety of evogliptin versus sitagliptin as an add-on therapy in Indian patients with type 2 diabetes mellitus inadequately controlled with metformin: A 24-week randomized, double-blind, non-inferiority, EVOLUTION INDIA study.",2
842,Pioglitazone even at low dosage improves NAFLD in type 2 diabetes: clinical and pathophysiological insights from a subgroup of the TOSCA.IT randomised trial.,1
843,Effect of Metformin vs. Placebo in Combination with Insulin Analogues on Bone Markers P1NP and CTX in Patients with Type 2 Diabetes Mellitus.,2
844,Management of Diabetes in Patients Undergoing Bariatric Surgery.,2
845,Comparison of the effects of empagliflozin and glimepiride on endothelial function in patients with type 2 diabetes: A randomized controlled study.,2
846,Effect of Medical and Surgical Interventions on alpha-Cell Function in Dysglycemic Youth and Adults in the RISE Study.,2
847,Liraglutide and Metformin alone or combined therapy for type 2 diabetes patients complicated with coronary artery disease.,2
848,Glucagon-like peptide-1 receptor agonists and sodium-glucose cotransporter 2 inhibitors for diabetes after solid organ transplantation.,2
849,The Oral Dipeptidyl-Peptidase-4 Inhibitor Sitagliptin Increases Circulating Levels Of Stromal-Derived Factor-1 Alpha.,2
850,Renal hemodynamic effects differ between antidiabetic combination strategies: randomized controlled clinical trial comparing empagliflozin/linagliptin with metformin/insulin glargine.,3
851,"Cardiovascular safety of oral semaglutide in patients with type 2 diabetes: Rationale, design and patient baseline characteristics for the PIONEER 6 trial.",2
852,Dapagliflozin increases the lean-to total mass ratio in type 2 diabetes mellitus.,2
853,Impact of Insulin and Metformin Versus Metformin Alone on beta-Cell Function in Youth With Impaired Glucose Tolerance or Recently Diagnosed Type 2 Diabetes.,2
854,[Effect of metformin on colorectal carcinoma in type 2 diabetes mellitus patients: a Markov model analysis].,2
855,Dapagliflozin and measures of cardiovascular autonomic function in patients with type 2 diabetes (T2D).,2
856,Association of metformin use with Alzheimer's disease in patients with newly diagnosed type 2 diabetes: a population-based nested case-control study.,2
857,Metformin Reduces Potassium Currents and Prolongs Repolarization in Non-Diabetic Heart.,0
858,Executive summary of the 2020 KDIGO Diabetes Management in CKD Guideline: evidence-based advances in monitoring and treatment.,2
859,The Long-term Effects of Metformin on Patients With Type 2 Diabetic Kidney Disease.,2
860,Diabetes Mellitus and Cardiovascular Disease: An Evidence-Based Review of Provincial Formulary Coverage.,2
861,Youth-onset type 2 diabetes: translating epidemiology into clinical trials.,2
862,"Danuglipron (PF-06882961) in type 2 diabetes: a randomized, placebo-controlled, multiple ascending-dose phase 1 trial.",2
863,Current and experimental drug therapy for the treatment of polycystic ovarian syndrome.,2
864,Cardiovascular Complications Over 5 Years and Their Association With Survival in the GERODIAB Cohort of Elderly French Patients With Type 2 Diabetes.,2
865,Effects of 12-week treatment with dapagliflozin and gliclazide on faecal microbiome: Results of a double-blind randomized trial in patients with type 2 diabetes.,0
866,Effect of Subcutaneous Tirzepatide vs Placebo Added to Titrated Insulin Glargine on Glycemic Control in Patients With Type 2 Diabetes: The SURPASS-5 Randomized Clinical Trial.,2
867,Current Status and Application of Metformin for Prostate Cancer: A Comprehensive Review.,2
868,Two drugs are better than one to start T2DM therapy.,2
869,Diabetes and cancer: Pathophysiological fundamentals of a 'dangerous affair'.,2
870,Improved glycemic control with minimal systemic metformin exposure: Effects of Metformin Delayed-Release (Metformin DR) targeting the lower bowel over 16 weeks in a randomized trial in subjects with type 2 diabetes.,2
871,The Common Antidiabetic Drug Metformin Reduces Odds of Developing Age-Related Macular Degeneration.,2
872,Effects of Metformin in Heart Failure: From Pathophysiological Rationale to Clinical Evidence.,2
873,Precision Medicine in Type 2 Diabetes: Using Individualized Prediction Models to Optimize Selection of Treatment.,2
874,Exploring residual risk for diabetes and microvascular disease in the Diabetes Prevention Program Outcomes Study (DPPOS).,2
875,"Efficacy of canagliflozin versus metformin in women with polycystic ovary syndrome: A randomized, open-label, noninferiority trial.",2
876,"In type 2 diabetes, early metformin plus vildagliptin reduced treatment failure vs a stepwise approach.",2
877,Randomized Trial of the Effects of Insulin and Metformin on Myocardial Injury and Stress in Diabetes Mellitus: A Post Hoc Exploratory Analysis.,2
878,"Efficacy and safety of gemigliptin as add-on therapy to insulin, with or without metformin, in patients with type 2 diabetes mellitus (ZEUS II study).",2
879,Role of endogenous glucagon-like peptide-1 enhanced by vildagliptin in the glycaemic and energy expenditure responses to intraduodenal fat infusion in type 2 diabetes.,2
880,"A randomized, placebo-controlled trial to assess the efficacy and safety of sitagliptin in Japanese patients with type 2 diabetes and inadequate glycaemic control on ipragliflozin.",2
881,Efficacy and safety of glucokinase activators for type 2 diabetes mellitus therapy: a meta-analysis of double-blind randomized controlled trials.,2
882,SGLT2 inhibitors and GLP1 agonists administered without metformin compared to other glucose-lowering drugs in patients with type 2 diabetes mellitus to prevent cardiovascular events: A systematic review.,2
883,Effects of Sodium-glucose Cotransporter 2 Inhibitor Monotherapy on Weight Changes in Patients With Type 2 Diabetes Mellitus: a Bayesian Network Meta-analysis.,2
884,Metformin and beta-cell function in insulin-treated patients with type 2 diabetes: A randomized placebo-controlled 4.3-year trial.,2
885,Exenatide with Metformin Ameliorated Visceral Adiposity and Insulin Resistance.,2
886,"Superior HbA1c control with the fixed-ratio combination of insulin degludec and liraglutide (IDegLira) compared with a maximum dose of 50 units of insulin degludec in Japanese individuals with type 2 diabetes in a phase 3, double-blind, randomized trial.",2
887,Investigating the pro-cognitive and anti-depressant efficacy of metformin: A systematic review and meta-analysis of randomised controlled trials.,2
888,"[Metformin treatment of antipsychotic-induced dyslipidemia: analysis of two randomized, placebo-controlled trials].",2
889,Serum Brain-Derived Neurotrophic Factor is Related to Platelet Reactivity and Metformin Treatment in Adult Patients With Type 2 Diabetes Mellitus.,2
890,"Comparison of tofogliflozin versus glimepiride as the third oral agent added to metformin plus a dipeptidyl peptidase-4 inhibitor in Japanese patients with type 2 diabetes: A randomized, 24-week, open-label, controlled trial (STOP-OB).",2
891,Prior event rate ratio adjustment produced estimates consistent with randomized trial: a diabetes case study.,2
892,A Meta-Analysis of the Impact of Resveratrol Supplementation on Markers of Renal Function and Blood Pressure in Type 2 Diabetic Patients on Hypoglycemic Therapy.,2
893,Add on DPP-4 inhibitor alogliptin alone or in combination with pioglitazone improved beta-cell function and insulin sensitivity in metformin treated PCOS.,2
894,"Shape of the OGTT glucose response curve: relationship with beta-cell function and differences by sex, race, and BMI in adults with early type 2 diabetes treated with metformin.",2
895,"Efficacy and Safety of a Fixed Dose Combination of Remogliflozin Etabonate and Vildagliptin in Patients with Type-2 Diabetes Mellitus: A Randomized, Active-Controlled, Double-Blind, Phase III Study.",2
896,"Safety and efficacy of the combination of the glucagon-like peptide-1 receptor agonist liraglutide with an oral antidiabetic drug in Japanese patients with type 2 diabetes: Post-hoc analysis of a randomized, 52-week, open-label, parallel-group trial.",2
897,Efficacy of oral vitamin D on glycated haemoglobin (HbA1c) in type 2 diabetics having vitamin D deficiency - A randomized controlled trial.,2
